agency,site,date_time,flow,comments
USGS,shen_mill,2019-06-06T04:00:00Z,1850,
USGS,shen_mill,2019-06-07T04:00:00Z,1790,
USGS,shen_mill,2019-06-08T04:00:00Z,1750,
USGS,shen_mill,2019-06-09T04:00:00Z,1740,
USGS,shen_mill,2019-06-10T04:00:00Z,1850,
USGS,shen_mill,2019-06-11T04:00:00Z,2060,
USGS,shen_mill,2019-06-12T04:00:00Z,2380,
USGS,shen_mill,2019-06-13T04:00:00Z,2730,
USGS,shen_mill,2019-06-14T04:00:00Z,2270,
USGS,shen_mill,2019-06-15T04:00:00Z,1980,
USGS,shen_mill,2019-06-16T04:00:00Z,1850,
USGS,shen_mill,2019-06-17T04:00:00Z,1740,
USGS,shen_mill,2019-06-18T04:00:00Z,1640,
USGS,shen_mill,2019-06-19T04:00:00Z,1570,
USGS,shen_mill,2019-06-20T04:00:00Z,1590,
USGS,shen_mill,2019-06-21T04:00:00Z,1520,
USGS,shen_mill,2019-06-22T04:00:00Z,1470,
USGS,shen_mill,2019-06-23T04:00:00Z,1440,
USGS,shen_mill,2019-06-24T04:00:00Z,1380,
USGS,shen_mill,2019-06-25T04:00:00Z,1410,
USGS,shen_mill,2019-06-26T04:00:00Z,1740,
USGS,shen_mill,2019-06-27T04:00:00Z,2150,
USGS,shen_mill,2019-06-28T04:00:00Z,2000,
USGS,shen_mill,2019-06-29T04:00:00Z,1730,
USGS,shen_mill,2019-06-30T04:00:00Z,1560,
USGS,shen_mill,2019-07-01T04:00:00Z,1470,
USGS,shen_mill,2019-07-02T04:00:00Z,1400,
